ticker,company,sector,industry,market_cap,roic_5y_avg,roe_5y_avg,gross_margin_5y_avg,operating_margin_5y_avg,fcf_margin_5y_avg,revenue_cagr_5y,eps_cagr_5y,debt_to_equity,interest_coverage,current_ratio,fcf_yield,pe,ev_ebit,shares_change_5y_pct
ACGL,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,35394480000,0.1062466401615422,0.18089850238783117,0.34738100711215375,0.2153609682221176,0.37697998539677646,0.22245107387421936,0.22088880030110314,0.11274064281583078,33.641891891891895,1.2076333826098642,0.17313434185217583,8.10135135135135,7.457417152038562,-0.058069660802844036
ACI,"Albertsons Companies, Inc.",Consumer Defensive,Grocery Stores,9759080000,0.06446756347969992,0.469668567999076,0.2749480155293847,0.023510879990269764,0.01182620591548067,0.03712797516106514,-0.37959676059860026,8.330737392440911,1.418881396271321,0.8583461145194274,0.054031732396906264,44.74999999999999,34.7461280402572,0.16098807495741063
ACM,Aecom,Industrials,Engineering & Construction,17270705310,0.08858918965929963,0.12476452159047287,0.06656223906624606,0.04678105591018825,0.04278262572673583,0.04876321978213016,0.3802445044930982,1.3487625692855285,5.569721764042018,1.1351721827764598,0.039658310862580516,30.771226415094336,18.554760940340294,-0.10120926948173192
ACMR,"ACM Research, Inc.",Technology,Semiconductors,2532089413.2000003,0.06154806676082739,0.07872177193757958,0.4708320523934789,0.1574273900632936,-0.1648931661445597,0.36483175934748635,0.23971867492996446,0.2069002016576491,15.733860531991374,3.2675885596584204,-0.026305548158278597,26.836734693877553,18.908190819618202,0.11326052189231817
ACN,Accenture plc,Technology,Information Technology Services,162453081990.53003,0.2001037809937017,0.2767907680659362,0.32245751947652934,0.14698908723661927,0.14770252665556707,0.08360621097031795,0.07317414499790997,0.2623096332714717,44.7404957231301,1.4200349477501015,0.0669384653510846,21.15296989422295,15.56448744947321,-0.015523435185451184
ADBE,Adobe Inc.,Technology,Software - Application,136375380000,0.2706046871919192,0.4001189311472408,0.882803529444663,0.3472570561675899,0.3985490811111222,0.10774954699996808,0.13621936646749933,0.5719693710745934,33.10266159695818,0.9963725490196078,0.0722417785380323,19.135086670651525,15.804316563289685,-0.10691823899371067
ADC,Agree Realty Corporation,Real Estate,REIT - Retail,7975404701.25,0.034161882858186624,0.0336639936100778,0.8778474718505646,0.5010032671490695,0.7397455930473692,0.20625174370295274,-0.0014074630231287744,0.5349904361117113,2.528712150476926,0.8341922094880554,0.06321133771694191,40.69491525423729,33.23793446216895,0.6574799241019487
ADI,"Analog Devices, Inc.",Technology,Semiconductors,115749423530,0.0528505067901542,0.06374142262532848,0.6277526313317938,0.2593129903721202,0.329903701192624,0.10774594104804702,0.0714506828644581,0.256229973277249,9.229928615493082,2.1899250755052453,0.036964762929389945,51.00871459694989,41.57367223348301,0.24384469458715552
ADM,Archer-Daniels-Midland Company,Consumer Defensive,Agricultural Farm Products,27825160000,0.06661114880766231,0.11443821027156713,0.07100149304643755,0.032347755235824026,0.03664056176625911,-0.014935564249946687,-0.17397662471717545,0.3699467734130999,2.326797385620915,11.196741854636592,0.1510862830618045,25.780269058295964,24.73325842696629,-0.14184397163120566
ADP,"Automatic Data Processing, Inc.",Industrials,Staffing & Employment Services,125549639999.99998,0.33278350480229946,0.7658511092660661,0.4859989255590566,0.24457641698831828,0.1895668745657227,0.08192868663008301,0.13236245823009507,1.4649967679379443,11.870805001096732,1.0478193142643957,0.03800090545858993,30.778443113772454,24.25529666106173,-0.0450387051372273
ADSK,"Autodesk, Inc.",Technology,Software - Application,53861310000,0.15863104291789595,0.5171815806694128,0.9062710530819889,0.20319175570758677,0.3103127638806156,0.13215635222408295,0.23612792522461046,0.8978653530377668,50.0,0.8508953168044077,0.044725982342427244,47.89204545454545,30.293372352285395,-0.0304961310878471
AEE,Ameren Corporation,Utilities,Regulated Electric,27012130000,0.03562065959521161,0.1023996204555353,0.42504378222330175,0.2071467389432693,-0.18037722226452582,0.08309155959368297,0.08643973119448334,1.4797403178867248,2.6108247422680413,0.6580496544663424,-0.030393752732568665,18.561338289962826,23.11408193484699,0.05540382364416696
AEIS,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment & Parts,7872312000,0.07228297553707794,0.12160805660439403,0.36381454881530717,0.0864741018294627,0.07024806890961947,0.05428689029393663,0.022718299795687402,0.4982389198708541,11.688622754491018,1.5878732849071833,0.01599276044953503,53.00506329113924,39.754672131147544,-0.014235901738195778
AEP,"American Electric Power Company, Inc.",Utilities,Regulated Electric,59834820240,0.04383460919981075,0.10400570823694615,0.2921190651087306,0.21356030213672145,-0.011401056510237928,0.06991384125452416,0.07646059880973399,1.6134947652386151,2.610344827586207,0.4545591107105303,0.11388017834212182,17.313813813813812,20.722366529533875,0.036725291794613035
AES,The AES Corporation,Utilities,Independent Power Producers,10210080000,0.016159346779004595,0.06521794261840035,0.20264079233926918,0.18372521797032385,-0.20905783703084518,0.02362870349046986,,4.403513866705387,1.392226148409894,0.7656617993405558,-0.15896055662639275,11.380952380952381,19.524913705583756,0.061907090905927165
AFG,"American Financial Group, Inc.",Financial Services,Insurance - Property & Casualty,11453784000,0.05272949903181726,0.23861162338657277,0.2426453526678051,0.15719079067829972,0.1928669776876421,0.07021053188995041,-0.18899010542771777,0.3775933609958506,13.4125,0.49782717700150425,0.12205573284776455,13.6,10.761215284249767,-0.01527614571092828
AFL,Aflac Incorporated,Financial Services,Insurance - Life,58448613500,0.0067463686607319604,0.17814269578257,0.7491097611090717,0.2753724462393011,0.17886556447043833,-0.05151055035298335,0.01678694478382603,0.285147507629705,21.095454545454544,12.3903909075254,0.04371361178653109,16.074344023323615,13.060248545572074,-0.21312852852585373
AFRM,"Affirm Holdings, Inc.",Technology,Software - Infrastructure,22321978499.22,-0.08478900174385885,-0.2005515796389119,0.5926522165018676,-0.42620150557862163,-0.04094007109907582,0.38731450977606485,,2.5589061485319853,-0.20513055557514262,54.185038145898346,0.02695639188170645,432.125,,0.1980557499289901
AGCO,AGCO Corporation,Industrials,Agricultural - Machinery,7761407999.999999,0.14566102245239673,0.1599573815341119,0.24191874950644937,0.09378057718909237,0.042418159068964845,-0.024601809642652794,-0.047595220152807705,0.6282906282906283,10.522590361445783,1.3933925075755544,0.09536929381885349,10.688524590163935,13.717773007013024,-0.010638297872340385
AGNC,AGNC Investment Corp.,Real Estate,REIT - Mortgage,10934400000,-1.1850605385195279,0.03270087668964079,1.0,1.180362389236576,0.23728235272531945,-0.05661784790214219,0.04770586727743642,8.213830388122327,1.586376404494382,0,0.05971978343576236,7.243243243243244,24.56538291279327,0.6614152209148147
AGX,"Argan, Inc.",Industrials,Engineering & Construction,4823093450,0.14396845481074297,0.17742877359094414,0.17857789949529607,0.09720666755096814,0.15952863041925955,0.16695560469939008,0.41897714226956784,0.013816839800805603,50.0,1.6026397922136746,0.0851820526098245,34.711,33.333081788553905,-0.11581291759465484
AHR,,,,7814548300,0.06427339884379824,-0.028050859915495812,0.15249653793871829,0.0694820065797727,0.09028926129427894,0.15638038655377384,,0.5077912738455682,1.956654036723987,0.36789382860923825,0.021226946668177864,112.04761904761905,55.924396420229755,1.507993166260456
