ticker,company,sector,industry,market_cap,roic_5y_avg,roe_5y_avg,gross_margin_5y_avg,operating_margin_5y_avg,fcf_margin_5y_avg,revenue_cagr_5y,eps_cagr_5y,debt_to_equity,interest_coverage,current_ratio,fcf_yield,pe,ev_ebit,shares_change_5y_pct
CNC,Centene Corporation,Healthcare,Medical - Healthcare Plans,20207571650,0.0007103264502549562,-0.0008984258336776115,0.1131868944196384,0.004532343930937724,0.025761408711497534,0.11508325323675472,,0.9410614945121034,-11.236541297935103,1.6759638666418328,0.21383074002362873,-3.023512123438648,,-0.157439879759519
CNM,"Core & Main, Inc.",Industrials,Industrial - Distribution,10385700670.800001,0.11822931007404629,0.21067029462278425,0.26645821715803475,0.10073964333958607,0.07155291029337371,0.1118429516950421,0.43156912274326453,1.2203304957436154,5.126760563380282,2.6338672768878717,0.05815688504273775,23.53448275862069,17.311402020329673,0.19490056281805113
CNP,"CenterPoint Energy, Inc.",Utilities,Diversified Utilities,25036020000.000004,0.03774034524654611,0.10955602834607055,0.383876415368625,0.19786756548121348,-0.24916323177902194,0.028813219431555348,-0.08473620382788494,2.1216712992020086,2.336655592469546,0.910702875399361,-0.09522280298545854,23.81366459627329,23.056881516587676,0.101304869184208
COF,Capital One Financial Corporation,Financial Services,Financial - Credit Services,131044052000,0.049770836048951016,0.10537108993987934,0.652989338556468,0.1997970472479534,0.3572397006117928,0.21257518605255443,-0.37809096863024183,0.44888043937473593,0.14420280692881526,0.14623970592545144,0.1994749063467604,60.13895781637717,54.62957124068391,0.22192090395480224
COHR,"Coherent, Inc.",Technology,"Hardware, Equipment & Parts",13809707999.999998,0.029099117766159328,0.015026154511796291,0.3539637793327823,0.08585783738404751,0.0562905208432505,0.16949839346365025,,0.4790558301626214,2.256255651459104,2.188023340229023,0.013958586235132563,-171.5576923076923,30.593419765478266,0.4090855029624203
COIN,"Coinbase Global, Inc.",Financial Services,Financial - Data & Stock Exchanges,58816300320,0.05220960057270252,0.08758259787461273,0.7419186850809079,0.008666799769285905,0.20650344140143312,-0.02168248264317696,-0.2557000288013005,0.5294009527982653,16.80588435015747,2.3431541467107952,0.04125358084066584,46.62680412371134,38.56815244931697,0.4667802096786018
COKE,"Coca-Cola Consolidated, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,11291771400,0.16633722491937558,0.12234674592018151,0.3811263713968813,0.11452979819549572,0.06824231080859104,0.06766173819528154,0.3550300784279212,-4.058704406919888,22.275083181030038,1.2640456755240963,0.05532488906036479,19.780645161290323,14.739475057223643,-0.21414701803051317
COLB,"Columbia Banking System, Inc.",Financial Services,Banks - Regional,8255759200,0.05397430786865933,0.10658252347428525,0.7643169002584967,0.2811203411940678,0.38703025192786633,0.24952556203350573,0.04754724059692861,0.5112244897959184,0.8233626413849561,0.21511291256514187,0.08551606010989274,12.0995670995671,15.643001633145262,0.34855180978121925
COO,"The Cooper Companies, Inc.",Healthcare,Medical - Instruments & Supplies,13982000000,0.04247216537299836,0.12219401632361904,0.6490421579184653,0.16457898161356072,0.11105530014352656,0.08781711901508404,-0.578188263958543,0.33786063673548655,6.829,1.892882818116463,0.031018452295808897,37.18617021276596,24.388636696441647,0.014198782961460488
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,117203651620,0.11301185856547273,0.21071764736039347,0.3108605749930032,0.2585895021432407,0.21444837634906105,0.06258544559753121,0.010921740703519811,0.36354614108269884,9.3227899432279,1.297360507851654,0.1431098755726635,14.718553459119496,11.67034811831231,-0.054487484462246494
COR,"Cencora, Inc.",Healthcare,Medical - Distribution,60574564599.99999,0.13926045819589278,1.1149908836922628,0.030380081332450647,0.011011866867260101,0.010602236598752328,0.10698309409816065,0.018748910601400715,7.127104499346494,8.690060583247767,0.9034691461454554,0.052945308334911255,38.96882793017456,18.348057655292582,-0.058756112840485875
CORT,Corcept Therapeutics Incorporated,Healthcare,Biotechnology,3614397599.9999995,0.1807517510915912,0.21407904534143413,0.9851140673211323,0.22090424034611966,0.2990683587286495,0.20099298702129298,-0.020271004355451372,0.009427219610839681,50.0,2.9229852184122587,0.03922783702600954,36.63157894736842,78.13044623523895,-0.1019515274139019
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,418819930200,0.18237110867301082,0.281771394741404,0.12549942740624198,0.035255441426957225,0.02503965473532797,0.08868248129197176,0.1274479659789569,0.2802427650528048,67.42207792207792,1.0342783227336423,0.01871209900698274,51.717105263157904,39.76037081768275,0.0020221671041258382
CPA,"Copa Holdings, S.A.",Industrials,"Airlines, Airports & Air Services",4976127380,0.11501184711482534,0.20150061334514188,0.332236151627601,0.18617965632668143,0.06086430722681043,0.2441493684658138,0.9939042265789813,0.9235849807398728,8.32335633632474,1.2346846449604092,0.06190617250637985,7.4084766584766575,8.739025566572238,-0.031525081570855096
CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,21106327410,0.10228986319595541,0.3128845931597827,0.7683167705515237,0.4364391192982519,0.36168091519453416,0.12433678692077854,0.1075118279847993,2.6046771977597567,4.833122858105029,0.9758939087733465,0.061552394917577,19.73311475409836,11.38951947053227,-0.14529612478674137
CPB,Campbell Soup Company,Consumer Defensive,Packaged Foods,9622420000,0.08680017097375042,0.21664820588845113,0.31254698822596283,0.13666482491508825,0.08400625115601315,0.048733165097976094,-0.11590274964061176,1.8482829318298308,3.9217391304347826,0.7680660701995871,0.07326639244597513,15.985148514851485,12.344730229120474,-0.01650165016501648
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,43757320980,0.1904156835394147,0.21157818577910975,0.46170153049891055,0.38703162079368886,0.22932533828062596,0.14617997146712813,0.1315046616060247,0.01129189369407947,50.0,8.252070524425529,0.02812695047218588,28.155279503105586,24.211817065221364,0.021479183245009636
CPT,Camden Property Trust,Real Estate,REIT - Residential,11930030080,0.032470275920495555,0.08150094605876304,0.616669441197973,0.1935188197144929,0.2157950099410811,0.08306023361065273,0.04575003488858176,0.8941591826564582,2.089902270705083,0.10127788512207975,0.03237368199494096,31.09604519774011,54.70851100357902,0.06252022078647834
CQP,"Cheniere Energy Partners, L.P.",Energy,Oil & Gas Midstream,25884320000,0.21287583863216622,1.156106092645477,0.4261550061657397,0.33973438063000694,0.25002510631575936,0.03337729942370049,0.19754261620199975,4.653358681875792,4.760956175298805,0.7833723653395784,0.09924927523690018,8.6677471636953,11.260619246861925,0.0
CRBG,"Corebridge Financial, Inc.",Financial Services,Asset Management,16270681000,0.01048125676988383,0.28040646978139183,0.7415458274738038,1.4598867077561333,0.8859082682318311,-0.39869650243827515,,0.8261495341262025,-0.980072463768116,2.84117050067659,0.12421115010490341,-44.36764705882353,,-0.1638759689922481
CRCL,Circle Internet Group,Financial Services,Financial - Capital Markets,19214390000,-0.006815276513580726,0.044148690237645935,0.12699089558134227,-0.16227908712110323,-0.1699433340120246,1.385080320153938,,0.011059592524254902,-74.34094616639479,1.0328305415242154,0.027567723981869838,-273.44827586206895,,4.4691170718794115
CRDO,,,,32918836440,0.016038236235526426,0.027788885581545776,0.6249454788736106,-0.018668112553699538,-0.049273152994018354,0.8817667849698279,,0.009990734692374341,50.0,10.153025759674465,0.01236362046823305,69.57735849056604,71.40257174638487,0.25279246597227667
CRH,CRH plc,Basic Materials,Construction Materials,84015360000,0.08341029345835037,0.16060290995406756,0.3437971652772923,0.13296598314874092,0.08046385463908162,0.09805480130005062,0.1402064664701792,0.8209048491918014,6.571604938271605,1.7425177061914554,0.034660328777975834,22.52707581227437,18.71582941950028,-0.13714432196872595
CRL,"Charles River Laboratories International, Inc.",Healthcare,Medical - Diagnostics & Research,10094204240,0.06494520001421873,0.08138600846219114,0.34855919145034175,0.13248633181870267,0.1131831110862597,0.0319912006853742,,0.9686797508713499,4.74487288491904,1.2916447606253598,0.051365515069070965,-69.98625429553265,25.49222733976713,-0.014495058954526518
CRM,"Salesforce, Inc.",Technology,Software - Application,201675500000,0.04688708204972559,0.0650272554450439,0.7543583833559246,0.12043315561694809,0.26964131182003187,0.11891919364947823,0.515159041712959,0.29041966791789253,27.521604938271604,0.760331914435045,0.07141174808045599,27.04331210191083,23.721487047213188,-0.005235602094240788
CROX,"Crocs, Inc.",Consumer Cyclical,Apparel - Footwear & Accessories,4635868160,0.18715777232174818,10.638745029362276,0.5688017215413534,0.2534945778013736,0.19103374381069763,0.14960672071124992,,1.2478699557637423,10.05391507243422,1.2653139635695707,0.14219558823691827,-57.01333333333333,6.894047249416987,-0.132172131147541
CRS,Carpenter Technology Corporation,Industrials,Manufacturing - Metal Fabrication,13874276000,0.040095116525015705,0.030469479831843355,0.1386767272231086,0.03371946858138867,0.03848096197050875,0.18167100055231522,,0.39125596184419714,8.165884194053207,3.6483357452966714,0.020620895821879284,36.89986648865153,27.39953238788808,0.039337474120082705
CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors,7287366579.999999,0.1398060998847551,0.1652914690200854,0.5175924545115809,0.19515791738031954,0.19307418289546485,0.0290135676791754,0.09167721560095221,0.06295923488577986,678.0265095729013,7.365341936544469,0.0873581688270168,17.702469135802467,14.380324036665362,-0.11271343273158974
CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,111485158060,-0.03296387310156893,-0.071580605843137,0.7432651711293541,-0.055017853430750066,0.29026243319736256,0.3493363696519898,,0.18518626408243177,-10.466864137611077,1.773130630716755,0.011752604766410643,-679.0923076923077,,0.1119299821257187
CRWV,"CoreWeave, Inc. Class A Common Stock",Technology,Software - Infrastructure,31150350000,0.004057560979679755,0.6832399702125825,0.5982668183702521,-0.3370256676661891,-3.471969737908878,5.869213792603441,,8.942128935532233,-0.03742880390561432,0.4554744525547445,-0.23277427059407038,-26.04,,0.07746075937452779
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,273111440000,0.13963046133391008,0.2564616867118688,0.6379330826489282,0.2452454657531818,0.26038108007526545,0.03266883944344223,0.0049629315732038215,0.599726746792477,7.382297551789077,0.9977754962354551,0.04865413180788033,26.83203125,24.90292857142857,-0.05826622453813357
CSL,Carlisle Companies Incorporated,Industrials,Construction,13690008000,0.13147152653581712,0.3364483452256501,0.3437194900477301,0.20249697114752596,0.16815431318934498,0.06950866108669662,0.21291905590128546,1.6049905313579147,12.740127388535031,3.0942934782608695,0.07089842460281981,18.521134916039376,15.457962203779623,-0.1847619047619048
CSX,CSX Corporation,Industrials,Railroads,67570000000,0.10181899708198183,0.28183937766014433,0.380125403026142,0.3751447447199596,0.2058877520334709,0.02997037612986131,-0.021517957366442908,1.470516717325228,5.356635071090047,0.8139163740823492,0.025321888412017168,23.538961038961038,19.0780800707808,-0.17155555555555557
CTAS,Cintas Corporation,Industrials,Specialty Business Services,91399545000,0.19108657907906643,0.35492592955662233,0.47807133183460965,0.20900786445949748,0.1647672261826032,0.09791283683569674,0.1449939127404518,0.566654235549253,23.338667563397554,2.089489097611313,0.01922352020461371,50.55803571428571,39.74616247818603,-0.038059957663481914
CTRE,"CareTrust REIT, Inc.",Real Estate,REIT - Healthcare Facilities,7363694719.999999,0.05812563028690908,0.04602666611922302,0.8829632114857595,0.5803779291090494,0.8157171651874483,0.2581590510476963,0.3311665991403687,0.2216004837334708,7.324639073832567,1.5395957961157092,0.05147375256751546,23.03184713375796,25.176244994346185,1.1208952581313727
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,39923000000,0.13774170119772883,0.16579577954804048,0.3517009008277635,0.15162701850244353,0.11087121976157543,0.0334221483668693,0.029530206462553776,0.1048951048951049,95.37837837837837,2.336977316206614,0.0650001252410891,18.201754385964914,11.220459053556247,-0.0872865275142315
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,45122634165.96,0.04854161840298921,0.045484577257208815,0.4219223915502476,0.1183089545843905,0.09487353968099595,0.026786816228229204,-0.09355197059193676,0.10685884691848907,14.55,1.4296907216494845,0.06238554224574956,41.63354037267081,16.487832823963345,-0.08524156543008565
CVNA,Carvana Co.,Consumer Cyclical,Auto - Dealerships,90798883988.40001,-0.08405588947925398,1.009988275073664,0.15613879775617678,0.008154563218875144,-0.04203171417050693,0.12220043275068093,,0.1839581517000872,3.724752475247525,4.311389071757735,0.015306065878271699,41.372549019607845,47.37101753769272,0.6621460056759858
CVS,CVS Health Corporation,Healthcare,Medical - Healthcare Plans,100549120000,0.047457800782709704,0.07211822635759925,0.15502930391784647,0.03146301761875776,0.032210113204402466,0.08314756942627577,-0.30477647617021164,1.244356103916824,3.329592818210965,0.8423984124836513,0.07764364322631566,56.68571428571429,17.87483100625903,-0.039423805913570864
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,281806090000,0.08168388570111675,0.12993715525733993,0.29506497126600195,0.13708605495582368,0.11266838595158742,0.043403968585151276,-0.05000289708387051,0.25069991954947707,13.700903861955629,1.1547009315002845,0.05887736492848682,22.9187969924812,19.316426172484107,-0.03496314436043213
CW,Curtiss-Wright Corporation,Industrials,Aerospace & Defense,20626869590,0.09861866055744717,0.16023131743691618,0.3722038981114329,0.16769062370534238,0.13876410493602404,0.0875480402722042,0.18260078603085494,0.5189570148730608,14.786896264021507,1.436056765703805,0.026844112122008136,42.602009273570324,33.807986505230986,-0.07422619194893243
CWAN,,,,6544324218.96,-0.018407742489632926,0.05387873008928168,0.7102279807052414,0.020176368441516032,0.18201801432034725,0.30519191588145844,,0.4367003143839045,-0.16831639803784162,1.83193568980371,0.025112142140493864,-172.28571428571428,,0.5240101670568358
CWEN,"Clearway Energy, Inc.",Utilities,Renewable Utilities,3957940000,0.032847911290920816,0.09131557673342701,0.5420424252516708,0.3818382493181417,0.3831864074537366,0.02671005448156505,0.34032129273576195,5.3004158004158,0.45478036175710596,1.1316306483300589,0.09323031678095171,23.422535211267604,75.78375,0.017094017094017033
CYTK,"Cytokinetics, Incorporated",Healthcare,Biotechnology,7626305898,-0.42970714971085283,1.9257780859990419,-12.429019752418473,-21.59032068713571,-17.786414813923074,0.057383274041435506,,-1.9469289368959637,-5.894577733276852,4.529345227510719,-0.07012779282040806,-9.715596330275229,,0.5610605311760268
D,"Dominion Energy, Inc.",Utilities,Regulated Electric,50041719000,0.024870748113990985,0.08446530794019329,0.4767641838083345,0.20155917130422707,-0.3352719636221997,0.09648688619822332,-0.03509622444261162,1.682804387442836,2.182987141444115,0.7727882037533512,-0.1454786155527551,16.933526011560694,22.3680831445401,0.057316167368160365
DAL,"Delta Air Lines, Inc.",Industrials,"Airlines, Airports & Air Services",44971200000,0.06676169613456857,0.2309074865035763,0.21126790017487065,0.08394057344080283,0.025520613514485778,0.20655321309390384,1.0426503053509069,1.0159013154724619,8.574374079528718,0.3963566704015614,0.08545469100224143,8.989637305699484,10.605324630711095,0.018867924528301883
DAR,Darling Ingredients Inc.,Consumer Defensive,Packaged Foods,5965149560,0.08254047811169107,0.12193317438674356,0.2239847237074699,0.12607571900763587,0.08097109307803714,0.06676403194625036,-0.4376586748096509,0.8785402554533956,1.7729931911843755,1.5013487691937444,0.11386638225379214,94.1,25.361216463745855,-0.050461193992068054
DASH,"DoorDash, Inc.",Communication Services,Internet Content & Information,96716698640,-0.05346986380054723,-0.05508237179439983,0.4874214480099968,-0.05622053402783239,0.1158109866785297,0.29429116117845466,,0.3279178710256155,50.0,1.4060517325524646,0.022478021174937822,103.41552511415524,132.26652647302905,0.2677654840328101
DBX,"Dropbox, Inc.",Technology,Software - Infrastructure,7458740000,0.18465283012746853,-1.3100792040765246,0.8076977023042323,0.17711639188797132,0.3334888663799296,0.039645750295483895,0.2162518241180893,-2.1939127531716003,6.0235191637630665,0.6196989701610773,0.12479319563357887,14.70899470899471,15.199334779464932,-0.30850515463917527
DCI,"Donaldson Company, Inc.",Industrials,Industrial - Machinery,8542839000,0.17311457661381155,0.26963569733166526,0.341081964737521,0.1423254736440792,0.10019003872199624,0.06640796905682467,0.080221844037621,0.5023735810113519,23.03305785123967,1.9304014791336503,0.0397877099170428,23.29126213592233,16.312592393254395,-0.06091772151898733
DD,"DuPont de Nemours, Inc.",Basic Materials,Chemicals - Specialty,16783500000.000002,0.036569380073528286,0.09141561250171001,0.3098497170915961,0.1439318368789709,0.09777703726189343,-0.140773767547973,,0.2294705079387887,2.747603833865815,2.418655097613883,0.0642893317841928,-21.497326203208555,22.349418604651163,-0.23069836005159383
DDOG,"Datadog, Inc.",Technology,Software - Application,47230550910,-0.008396902055028636,0.013011217236053866,0.7960431954942917,-0.012421429727132696,0.27100375266944343,0.3509910794106461,,0.4113363517447858,-4.012388100189891,3.382101682731128,0.0211845295200263,438.6774193548387,,0.12380277497346692
DDS,"Dillard's, Inc.",Consumer Cyclical,Department Stores,9477936000,0.291721715661749,0.4477160353379306,0.4119216407551404,0.13632030735947925,0.11851447166157117,-0.0023088801741693032,-0.03418727343428918,0.3134345137717819,50.0,2.645604700144108,0.06579491568628444,16.672886937431393,13.320801510091476,-0.24242424242424243
DE,Deere & Company,Industrials,Agricultural - Machinery,125139546000,0.09298659464858079,0.3293506496902202,0.3492819322899886,0.20217673509181222,0.07315160310287444,0.00934916644164252,-0.006514138591342866,2.463815028901734,2.6548895899053626,2.307872438761362,0.025819176297794785,24.88900862068966,21.482835788973382,-0.1306161745827985
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Apparel - Footwear & Accessories,14562894820,0.28300949485067595,0.3481861855691386,0.5420020786452239,0.20805760528000622,0.1555724820342411,0.14709228576290778,0.26865038417117715,0.15009933438361875,492.1162055335968,3.5449722289242036,0.07535122745602581,14.217329545454547,10.466084057398314,-0.11845039018952064
DELL,Dell Technologies Inc.,Technology,Computer Hardware,75838243600,0.1191749247362089,-2.2213516222202463,0.21973990606195093,0.06065925631964895,0.04830886237299055,0.029184887544758453,0.0544977399157105,-12.75425101214575,5.414102564102564,0.9104300684379396,0.11276632466736083,12.772321428571427,11.34421543926119,-0.13032808398950135
DG,Dollar General Corporation,Consumer Defensive,Discount Stores,31567508700,0.0826176704164198,0.2789395549634553,0.3067422078096451,0.06781430675268336,0.03581563866379235,0.05705476541043386,-0.09407466627881866,1.8466548605362665,9.557603646662358,1.1345567928218603,0.07581649926020294,20.87772925764192,20.94129592116417,-0.06049235681568843
DGX,Quest Diagnostics Incorporated,Healthcare,Medical - Diagnostics & Research,19261830000,0.09643763057428043,0.17447662020676788,0.34341900403789977,0.1566423916010914,0.12224118562072932,0.005675453314268886,-0.1336185415434461,0.9649930264993026,5.787003610108303,1.0438981562774363,0.07055404393040536,19.563697857948142,16.070386774797257,-0.11199999999999999
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,52281495000,0.1589876886387717,0.22554178717350953,0.27140711799274053,0.1791318466727703,0.05800658583310454,0.05379472997765222,0.003267661448256076,0.2493179112375157,50.0,17.394008864435275,0.06280424842480116,14.584337349397591,12.505581800099453,-0.1456660204929382
DHR,Danaher Corporation,Healthcare,Medical - Diagnostics & Research,161915116000,0.07020668788622746,0.10458676341350434,0.6017780115286206,0.24067259541412817,0.23885067410844987,-0.04432534924865472,-0.12530459262895066,0.3505919975634827,19.38490566037736,1.873953283384751,0.03248615774700121,45.15187376725838,34.20636869768347,-0.01021550517772185
DINO,HF Sinclair Corporation,Energy,Oil & Gas Refining & Marketing,8592307200,0.08852881571051299,0.13055617443612888,0.12924069087674642,0.05194825276474805,0.03549344011109774,0.09944247014599084,-0.021321218230607952,0.3519163763066202,4.313364055299539,1.9364185110663983,0.10078783030476378,14.816720257234726,11.587935042735042,0.1469898935221352
DIS,The Walt Disney Company,Communication Services,Entertainment,204699880000,0.04322602355311758,0.04832344372942268,0.34843187607872367,0.1028311470528512,0.059577930768330935,0.08787195817258264,0.5833102320824262,0.41342871965704614,7.63355408388521,0.7103506820443768,0.049228167598339576,16.492732558139537,17.671188548293813,-0.0066079295154185536
DKNG,DraftKings Inc.,Consumer Cyclical,"Gambling, Resorts & Casinos",12784660000,-0.3076051852970886,-0.6799844235578816,0.3786081198003105,-0.4450690232981094,-0.11278917978743544,0.47016701447215903,,3.063082280615905,-0.7931899102351938,1.0339156841668133,0.05064686898204567,-3446,,-0.07824254892022697
DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,16793270000,0.149434942838314,0.41077651602195225,0.35341065411811784,0.1138792889293617,0.0579588894056977,0.0878268976646337,-0.07922255104934228,1.398280723161231,20.68219659835364,1.5300317127512997,0.028676964045715934,19.765166340508806,17.44540440899857,-0.0005770409819314537
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,24200022000,0.08587771192618436,-0.04003421295191521,0.3499850707662683,0.095256124243698,0.04683605541439279,-0.07329814844703897,0.005980616858400678,1.879038056938933,18.692397660818713,1.0673976336492597,0.05774788138622353,18.905144694533764,19.107634839194095,-0.09697235629662138
DOC,"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities,11192098079.999998,0.09472221526725266,0.047886789767473605,0.5173382686035425,0.18374092780783308,0.4269163713676421,0.10455877408875192,-0.4273631884938094,1.3920377531268275,1.7829987744857099,1.0894848001688813,0.11186097468509677,160.79999999999998,38.767817514867716,0.2914961126676934
DOCN,,,,4402065720,0.02633819320812016,-2.0266154994664416,0.6039736841523832,0.04744388064107317,0.14834869531554984,0.204285559659781,,-25.46375043569188,8.750780379041249,0.6892749215450776,0.009334026934972702,17.003533568904594,31.073168948142865,-0.1466932369135836
DOCU,"DocuSign, Inc.",Technology,Software - Application,10533061580,0.024402707884229057,0.06960107731192239,0.7886882519623405,0.021400131120214994,0.2681863011256541,0.11178292080831609,,0.09652574277043727,117.27376276512176,0.7310150788856374,0.1004989852152749,34.56578947368421,33.87960499566279,0.01933138426337866
DOV,Dover Corporation,Industrials,Industrial - Machinery,26793956640,0.10702890881448553,0.2518656543480796,0.37974150854078975,0.16186533158474736,0.111186189602966,0.005813783122209815,0.005763927429168758,0.5103054526774812,12.511031957147543,1.7895412685939862,0.04171619798515879,24.496863237139273,21.040400622997158,-0.046462344448072956
DOW,Dow Inc.,Basic Materials,Chemicals,16637208000,0.058572127982659615,0.1001380259036843,0.12042028892212057,0.06961656961764436,0.04332361051706986,-0.0765771428312173,,1.224262868565717,0.30057803468208094,1.966895350103452,-0.08697372780336701,-6.336043360433604,124.68926153846154,-0.04303388918773532
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,14325478658.75,0.5413388480134798,-0.13168668082147214,0.38574191087683113,0.18223721076614713,0.11343225431495225,0.03187103271135383,0.06730433723951479,-1.3411972699276262,4.867909701385912,1.6509718050075606,0.046874803697386086,23.81288863764839,20.046347865612688,-0.08578944968763624
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,23972350000,0.1102369940256547,0.40310366385026686,0.20967713141728678,0.11072152077461221,0.09606814049751389,0.13818477526263773,0.167424587035655,2.6953229784104185,7.551552106430155,0.4172191323692992,0.04317891233024714,22.846584546472567,21.993723849372383,-0.0989263803680982
DT,"Dynatrace, Inc.",Technology,Software - Application,11003177120,0.05245037528995859,0.08620486645795952,0.8124838416303348,0.09874632051327961,0.26015653396719846,0.21393430986959494,0.3160740129524926,0.06292587472572078,50.0,1.3533208333120892,0.04791734189588325,68.48148148148147,38.157723628170466,0.04709654034156685
DTE,DTE Energy Company,Utilities,Regulated Electric,26698859999.999996,0.04394811566626057,0.11467392498064669,0.3901632226977567,0.13695673876859032,-0.06110133177637004,0.013907904206940547,0.10884784076531506,2.155978216695115,2.2481060606060606,0.8038454427805509,-0.03752969227899619,18.269121813031163,22.314178601516428,0.07253886010362698
DTM,"DT Midstream, Inc.",Energy,Oil & Gas Midstream,12159488000,0.04139434073011193,0.08680512820327849,0.5725602774778165,0.49846389843686395,0.3556687994680884,0.10293002751017388,0.08726677264189386,0.71875,3.813664596273292,1.0743243243243243,0.040297749378921215,26.77404921700224,25.259752442996742,0.050302783891621905
DUK,Duke Energy Corporation,Utilities,Regulated Electric,91072170000,0.03703985965700389,0.0808510980165836,0.4452629271113209,0.2405624437575326,-0.0782134047780314,0.06970058367237808,0.06310363370954453,1.7528066046834614,2.36020913593836,0.5517650971634912,-0.018359066221876563,18.57527733755943,21.184116824064358,0.01040312093628093
DUKB,,,,19114200000,0.03678536896528145,0.07498100880535452,0.4136036653489238,0.24551218160837926,0.003432171184295102,0.06970058367237808,0.06310363370954453,1.772732533467073,2.36020913593836,0.5517650971634912,0.6028502369965785,3.898573692551506,12.914911973883642,0.01040312093628093
DVA,DaVita Inc.,Healthcare,Medical - Care Facilities,9781821000,0.09459797805514016,1.8640321356773994,0.3041025101826952,0.14250998291217118,0.10541737519640611,0.04096883576588506,0.016711246447677075,-23.115351097274,3.6578317329908274,1.2916854732282628,0.1339869130706849,11.68827160493827,11.973482242995303,-0.1817922645633374
DXCM,"DexCom, Inc.",Healthcare,Medical - Devices,25897574000,0.09920937848433672,0.22132634274771398,0.634011481058728,0.1504716138892747,0.13104940760564382,0.17467584990298346,0.4228005601820213,0.506081573197378,49.82513661202186,1.8825204200700116,0.04159462967457878,31.014018691588785,28.920348760693134,0.008529335745670608
DY,"Dycom Industries, Inc.",Industrials,Engineering & Construction,10587351450,0.09219650583125247,0.1549863112176793,0.15192799547028585,0.07127243864144811,0.028408352982363345,0.15369007778100796,0.5708675194680219,1.6093529467451548,10.443724440702429,2.7380027808123946,0.03794263389641231,37.643595041322314,18.528046392843414,-0.04227580189088476
ECG,"Everus Construction Group, Inc.",Industrials,Engineering & Construction,4367923560,0.14918435840223884,0.25838161119219094,0.11524443720040664,0.06722056789574461,0.02351986381624709,0.16246002925545655,0.164232339990118,0.5907865446843373,12.342081954221248,1.760932639671824,0.02060681666324765,21.715736040609137,17.259722606232295,0.001549870517146612
ECL,Ecolab Inc.,Basic Materials,Chemicals - Specialty,74371916000,0.0961399437453967,0.18630051053851787,0.4150371818527546,0.14676943243831683,0.10561926673156967,0.060098148132855744,0.16812321607022862,0.9650489212756376,12.080464537536292,1.0760474822483603,0.02560509534270974,35.81446111869031,28.550098194053422,-0.010478519035976297
ED,"Consolidated Edison, Inc.",Utilities,Regulated Electric,35496968000,0.03419543696696775,0.08659519786447362,0.6263392041698586,0.17635251197271412,-0.0674891998392437,0.054681435690774105,0.10015681562479695,1.1886316659776768,2.3771289537712894,1.0205624433020866,0.0010141711258268593,17.54770318021201,21.365052200614127,0.025832376578645233
EFX,Equifax Inc.,Industrials,Consulting Services,26731936000,0.0767495353573171,0.15463937371227554,0.5463659058769317,0.19566433742124803,0.12589361206762337,0.053902241135956874,-0.030430857343810902,1.1062050691744674,5.1587376354215735,0.604692986212212,0.042432392476175314,40.481343283582085,28.893750913075237,0.01066447908121404
EG,"Everest Re Group, Ltd.",Financial Services,Insurance - Reinsurance,14052933817.45,0.08524407626324354,0.11984675296815617,0.16579282009009494,0.10693251604549966,0.28963643143839146,0.11195221359427121,0.022617890895805903,0.23214747736093144,14.057553956834532,0.7609662017545923,0.24208468097783412,8.963285789751717,8.354111472594678,0.05471632325599174
EGP,"EastGroup Properties, Inc.",Real Estate,REIT - Industrial,9487558260,0.08211689133242278,0.08307083739352537,0.6664499240595816,0.6317918043876642,0.5461178108896961,0.15206651485369038,0.05710003826410737,0.5009955091254765,8.95469124653567,0.8463357071428571,0.04267736638910505,36.50409836065574,39.08072784651658,0.32304061607253765
EHC,Encompass Health Corporation,Healthcare,Medical - Care Facilities,10667070000,0.1354990003643993,0.21776591676154142,0.5226338509713331,0.20134519417364113,0.05315888054983846,0.10265628274685379,0.07749927275993418,1.1130752194241653,8.54788961038961,1.083094213295074,0.041173443129181676,18.88612099644128,12.608555692716742,0.015151515151515138
